CVR Nummer,Navn,Kommune Navn
13750777,FONDEN FOR SLAGELSE RIDEKLUB,SLAGELSE
19467775,LBH ApS,SLAGELSE
13328579,P.S. MADSEN OG B. CHRISTENSEN A/S,SLAGELSE
29141908,"BAGGER HOLDING, SLAGELSE ApS",SLAGELSE
34531129,Waoo Kids Britt German Saxtoft Christensen,SLAGELSE
36865377,"Aktivitetsudvalget, Kba",SLAGELSE
38502662,Salon MysticQ V/Joan Sunesen,SLAGELSE
68898013,TANDLÆGERNE HENRIK & PETER MATTHIESSEN,SLAGELSE
35567909,Anhalt Photography Art,SLAGELSE
35737081,Sergentklubbens Fond,SLAGELSE
39230267,Ejerforeningen Sorøvej 38,SLAGELSE
41987081,Ejerlaug 6 Musholmparken,SLAGELSE
36269588,Nissens malerfirma,SLAGELSE
38437933,Andelsboligforeningen Fønixgården II,SLAGELSE
25997565,City Cafeen I/S,SLAGELSE
38025694,Grundejerforeningen Teglparken,SLAGELSE
33527403,OMØ Kultur-dage 2011,SLAGELSE
38951521,Skælskør Bestandige Borgerlige Fugleskydningsselskab af 1842,SLAGELSE
37521221,r-one IVS,SLAGELSE
17773747,Ghabours Guldsmedeværksted        Mervat G Sørensen,SLAGELSE
13733600,OKSEKØD EN GROS ApS,SLAGELSE
31911214,FOF VESTSJÆLLAND,SLAGELSE
30175239,WEISLEDER NEDRIVNING A/S,SLAGELSE
31168236,LÆBY INVEST ApS,SLAGELSE
26811899,CHRISTIAN BERG HOLDING ApS,SLAGELSE
42799432,ABJ Service,SLAGELSE
35308415,Jane Christensen,SLAGELSE
31809851,K.S.TRANSPORT/K. STRUVE,SLAGELSE
18852772,FORSORGSHJEMMET TOFTEN,SLAGELSE
38355880,DFH service,SLAGELSE
18742748,HARD WORK,SLAGELSE
40213074,Slagelse Murerservice ApS,SLAGELSE
34094659,Massage og Ødemterapi Klinik v/Marion Rink,SLAGELSE
42744786,La Bella Clinic,SLAGELSE
16546631,HEIGAR & CO. A/S,SLAGELSE
37307890,Nybolig Erhverv Jørgen Klode P/S,SLAGELSE
36502924,KATICOM ApS,SLAGELSE
38323687,Prozana ApS,SLAGELSE
34581673,REVISIONSFIRMAET SVENDSEN ApS,SLAGELSE
33560826,Halsskov Lokalråd,SLAGELSE
32303226,AD EJENDOMME ApS,SLAGELSE
34438854,Ejerforeningen Bryggergården,SLAGELSE
37081701,Vestermose Mosterilaug,SLAGELSE
74299318,SLAGELSE HANDELSSKOLES KANTINE,SLAGELSE
29526427,WILSON KLOAKSERVICE ApS,SLAGELSE
42062561,Citylawn A/S,SLAGELSE
30615298,SOKANI HOLDING ApS,SLAGELSE
35632387,Z. HOLDING AF 2014 ApS,SLAGELSE
29249865,Frank Nielsen,SLAGELSE
40237925,"Grundejerforeningen Pilagervej 1-29, ulige numre",SLAGELSE
19327779,WJ HOLDING ApS,SLAGELSE
31427509,MURER- OG KLOAKMESTER S. PRIESS ApS,SLAGELSE
39349736,Torben P. Andersen,SLAGELSE
16033855,DANSK NUMISMATISK FORENING,SLAGELSE
39002981,Christian Emil ApS,SLAGELSE
75639619,ALTRACO INTERNATIONAL ApS,SLAGELSE
39702061,Royal Cut,SLAGELSE
29935785,SLAGELSE ERHVERVS OPBYG A/S,SLAGELSE
32668240,P. M. OLSEN EJENDOMME ApS,SLAGELSE
41233745,CP Bane & Anlæg ApS,SLAGELSE
85218514,GRUNDEJERFORENINGEN HJORTHØJPARKEN,SLAGELSE
42401072,Holms Lastvognsophug ApS,SLAGELSE
42056189,Grøn Bilpleje ApS,SLAGELSE
43535021,KGFC,SLAGELSE
41059834,Ejerforeningen Østergade 15,SLAGELSE
34086265,RENNBAHN35 ApS,SLAGELSE
41134984,Herreklubben TGS,SLAGELSE
38967940,DITCO IVS,SLAGELSE
32265723,FILTERSUPPORT HOLDING ApS,SLAGELSE
11077099,HANS JOHANSEN,SLAGELSE
40067817,colourvoice,SLAGELSE
36964847,SUMAK F.M.B.A.,SLAGELSE
33381476,PUSAT ApS,SLAGELSE
76012059,GÅRDEJER LEIF CHRISTENSEN,SLAGELSE
31850916,CARSTEN PLAMBÆK HOLDING ApS,SLAGELSE
32796702,Ejerforeningen Tordenskjoldsgade 3 4200 Slagelse V/Kenneth M Christiansen,SLAGELSE
18325705,Kurt Riishøj,SLAGELSE
28197616,Pølsevognen Ved Rema 1000 v/ Tina Kaas,SLAGELSE
38039970,XM4S Holding IVS,SLAGELSE
33818769,Grundejerforeningen Jonsgården,SLAGELSE
78547618,STATSAUT FODTERAPEUT GIGJA BOJSEN,SLAGELSE
31556759,Ejerforeningen Stenstuegade 7-9 og H.P.Hansens Plads 3,SLAGELSE
34127301,Klippegården v/Helle Faber Johansen,SLAGELSE
37963291,HM Consult,SLAGELSE
34761698,Slagelse Alevi Kultur Center,SLAGELSE
30717171,EJENDOMSSELSKABET CASPAR BR. PLADS ApS,SLAGELSE
30659325,brugt-legetoj.dk v/Torben Nordlund Ugleholdt,SLAGELSE
37183547,Kultur og fritidsforening Omø,SLAGELSE
32144942,Sif's Venner,SLAGELSE
31336708,A/B Slottensgade 9 / Blindeport 8,SLAGELSE
32631363,Andelsboligforeningen Anlægget,SLAGELSE
33007272,Korsør Slægtshistoriske Forening,SLAGELSE
29144745,KIROPRAKTOR SILLEHOVED HOLDING ApS,SLAGELSE
32745431,Ejerforeningen Sdr. Stationsvej 33,SLAGELSE
39761610,Ejerlauget Musholmparken 3,SLAGELSE
37590975,Skælskør Solskinsmotion,SLAGELSE
37429392,V-Tek,SLAGELSE
31461464,S.H: Fliseservice v/Steen Hänsche,SLAGELSE
40333061,Team Hisam IVS,SLAGELSE
33650833,Gryderup Borgerforening,SLAGELSE
43420062,Jps entreprise ApS,SLAGELSE
74343813,SKÆLSKØR TENNISKLUB,SKÆLSKØR
17661701,A/B DYREHOVEDGÅRDS ALLE 55-73,KORSØR
20836474,A B A BYG V/ALLAN BO ANDERSEN,SLAGELSE
29683093,Psykologisk Klinik v/Susanne Elsa Pedersen,SLAGELSE
39634007,GGJ Erhverv,SLAGELSE
35837183,VESTSJÆLLANDS VIKARBUREAU ApS,SLAGELSE
38433296,Fabiola,SLAGELSE
29034303,CHARINA I/S v/Frank Andersen og Lars Jespersen,SLAGELSE
72809750,BIRTHE'S BLOMSTER V/ BIRTHE CHRISTIANSEN,SLAGELSE
28133243,Restaurant Delfinen v/Charlotte H. Larsen,SLAGELSE
31306884,ShowLive.dk v/Carsten Skovlund Jensen,SLAGELSE
20102470,HANSEN & ARNSTED ApS,SLAGELSE
11446906,GÅRDEJER PER LEIF HANSEN,SLAGELSE
21181749,NBS NØGLESERVICE ApS,SLAGELSE
10175925,Slagelse Køreskole                v/Ole Pedersen,SLAGELSE
28850360,CORTZ HOLDING ApS,SLAGELSE
12548834,TANDLÆGE GRETHE WINKLER,SLAGELSE
12202113,HEMMESHØJ MENIGHEDSRÅD            V/BERGSTEDT,SLAGELSE
19415589,MOGENS OLIEFYRSSERVICE            V/MOGENS NIELSEN,SLAGELSE
35954007,Petterson Consult v/ Flemming Petterson,SLAGELSE
27088171,GUNNI RINGBO SLAGELSE ApS,SLAGELSE
36641754,Style-Shop.dk,SLAGELSE
26921945,Vestsjællands Dentallaboratorium  v/Flemming Juul Nielsen,SLAGELSE
18477947,FOCUS AUTOLAKERING ApS,SLAGELSE
28566360,Tømrerfirma René Dyhr,SLAGELSE
27743374,Liselund Forlag,SLAGELSE
72525868,FORPAGTER                         NIELS KORSGAARD CLAUSAGER,SLAGELSE
26101859,Falkebo                           v/Michael Bo Larsen,SLAGELSE
33320418,Klinik Almost Heaven v/Lone Petersen,SLAGELSE
84561312,RESTAURANT VIKING                 V/DAN ERIK PEDERSEN,SLAGELSE
18310872,BASSES ANTIK-OG MARSKANDISERBUTIK,SLAGELSE
17002244,PIZZA BELL                        V/EBRAHIM JAMASSBI BORKY,SLAGELSE
31531810,Du Milde Engel v/Majbrit Fischer,SLAGELSE
29372098,Butik Dream Wear v/Britta Hansen,SLAGELSE
25157060,Tv-Hosianna I/S v/A-M Hjortholm & B Larsen,SLAGELSE
18940043,HANSES AUTO                       V/HANS HENRIK Q HANSEN,SLAGELSE
72888251,KERAMIKER IDA NELL JUST MØLLER,SLAGELSE
25851684,KD Svejseteknik v/Keld Daugaard,SLAGELSE
29737169,renemundt.com,SLAGELSE
11053890,CHR. LARSEN & HUSTRUS LEGAT,SLAGELSE
79441716,LIN TRADE ApS,SLAGELSE
38796267,Gallashoppen-dk,SLAGELSE
20598387,M.J.BYGGEENTREPRISE V/MICHAEL JACOBSEN,SLAGELSE
25937368,Celals Kebab                      v/Namik S Nielsen,SLAGELSE
26589398,GUNNER BANG VESTERGAARD HOLDING ApS,SLAGELSE
31134366,H.P.J. Transport/Service v/Hans-Peter Jørgen Jensen,SLAGELSE
33635583,Frivilliggruppen for flygtninge/ indvandrere i Slagelse Kommune,SLAGELSE
40054367,Rentline,SLAGELSE
41204753,Refashion by Nors,SLAGELSE
38821407,Frk Hansen's Rengøring,SLAGELSE
12595670,H. N. KONFEKTION A/S,SLAGELSE
26274370,"SIGFRED LORENTZEN, RÅDGIVENDE     INGENIØRFIRMA A/S",SLAGELSE
33152590,GULDFELDT HOLDING ApS,SLAGELSE
26206995,HESTESKOPARKEN ApS,SLAGELSE
34174563,Ejerforeningen Fruegade 19,SLAGELSE
45296628,EL-INSTALLATØR HENNING NIELSEN. SLAGELSE ApS,SLAGELSE
20795506,JB FACADE-GULVRENOVERING I/S,SLAGELSE
12270178,OSTEBØRSEN HENRIK MØLLER KASTRUP,SLAGELSE
29417121,KS EJENDOM ApS,SLAGELSE
26527724,I/S Rådhuspassagen,SLAGELSE
21671908,TØMRERMESTER                      PALLE ROLF HANSEN,SLAGELSE
30952847,Red Light Advetise v/Jesper Lambert Nielsen,SLAGELSE
15463171,SLAGELSE RØRMONTAGE               V/FRANK DEHLI,SLAGELSE
27385052,kaps i/s                          K Buchberg & A Nielsen,SLAGELSE
42284009,Ejendomselskabet af 29-3-2021 ApS,SLAGELSE
26255171,Green Vinimport I/S,SLAGELSE
27972373,KILDEVANG INVEST ApS,SLAGELSE
66934128,"HØNG MATERIELHANDEL & BYG, HØNG ApS",SLAGELSE
29286302,Tømrermester Mads Jørgensen,SLAGELSE
37776742,Wille,SLAGELSE
28310293,SLAGELSE DT A/S,SLAGELSE
29795398,NÆSTVEDBRYGGERIET FØNIKS ApS,SLAGELSE
31553415,Viking Pizzaria Slagelse v/Michael Taskiran,SLAGELSE
27672949,Snurretoppen                      v/Jens-Ole Petersen,SLAGELSE
30085523,ANPARTSSELSKABET LANGES GÅRD 12,SLAGELSE
38582410,Flextrade IVS,SLAGELSE
41147466,Mads Online,SLAGELSE
29604843,MECO BYG ApS,SLAGELSE
31812690,Q-Clean I/S,SLAGELSE
27690777,B.M. Nedrivning                   v/Bo Madsen,SLAGELSE
30029194,Eat in Take out v/Onur Ziyaattin Elaldi,SLAGELSE
20544775,BE REVISION. SLAGELSE             STATSAUTORISERET                  REVISIONSANPARTSSELSKAB,SLAGELSE
39819163,One stop beauty,SLAGELSE
26729408,SKOV OG HAVEHUSET SLAGELSE ApS,SLAGELSE
17265202,VESTSJÆLLANDS UNGDOMSKLUB V/JENS CHRISTENSEN,SLAGELSE
16213845,ELMER BUILDINGS ApS,SLAGELSE
21385646,EPE ApS,SLAGELSE
36261021,DZ Transport,SLAGELSE
10026547,ERIK HJORT FRIDERICHSEN CATERING A/S,SLAGELSE
35037020,PLEX HOLDING ApS,SLAGELSE
37586862,Oil and Oil IVS,SLAGELSE
28154380,MURERMESTER N.J. ERIKSEN ApS,SLAGELSE
11570534,ApS SPKR NR. 1877,SLAGELSE
41343486,The Dryfruit Company ApS,SLAGELSE
34598932,SØRENSEN BLIK ApS,SLAGELSE
24230791,ESPENHEIN HOLDING ApS,SLAGELSE
41645830,BERG Bolig ApS,SLAGELSE
38180347,REINDAHL,SLAGELSE
30710037,BILLIGCAMPING.DK HOLDING ApS,SLAGELSE
29970939,EKKENBERG NETVÆRK HOLDING ApS,SLAGELSE
30526767,CALIELNI HOLDING ApS,SLAGELSE
34628033,REVAC ApS,SLAGELSE
35071660,Thysbjerg Fysioterapi,SLAGELSE
33628269,Vision Support v/Henrik Bonné,SLAGELSE
34123802,Storebælts Tømrer og Snedker v/René Bendtsen,SLAGELSE
28856172,SPORTSMAN HOLDING ApS,SLAGELSE
28598289,Bjaco v/Bjarke B. Christensen v/Bjarke Benjamin Christensen,SLAGELSE
29488142,Jørgen Peter Bech,SLAGELSE
36430060,FLOWCON IVC A/S,SLAGELSE
18475200,ERIK OLSEN,SLAGELSE
32621023,Slagelse Indre Mission,SLAGELSE
13141002,LARS RASMUSSEN,SLAGELSE
20223235,PN-DATA                           PAW NIELSEN,SLAGELSE
27593569,MORTEN LAURIDSEN ApS,SLAGELSE
24217167,HELLIG ANDERS KONDITORIET SLAGELSE ApS,SLAGELSE
31938961,TRANDERUP VVS ApS,SLAGELSE
36305665,Slagelse Selvforsarsklub,SLAGELSE
72053028,TORBJØRN BAY,SLAGELSE
15527307,VX 20.318 ApS,SLAGELSE
51217713,ROBERT FABERBERG ApS,SLAGELSE
30951182,Slagelse Vinduespolering v/Thomas Rønnow Andersen,SLAGELSE
33150946,SMH BILER ApS,SLAGELSE
37532053,Ejerlejlighedsforening Gerharsdal,SLAGELSE
32355145,SCHMIDT VENDITIO IVS,SLAGELSE
27864724,Britt Elgaard Fysioterapien i Langes Gård,SLAGELSE
28270011,Friis Production v/Peter Kastberg Friis,SLAGELSE
30636910,PH Service v/Palle Hansen,SLAGELSE
35298614,Korsør Modeljernbaneklub,SLAGELSE
32390579,Wilsons Multiservice v/Martin Leslie Wilson,SLAGELSE
31191297,Slots Bjergby 4H Klub,SLAGELSE
37360635,Skælskør røgfri bridgeklub,SLAGELSE
41906103,J.R. Ejendomme ApS,SLAGELSE
29298068,I/S Kinavej 6-8 v/A. Rasmussen & H. Poulsen,SLAGELSE
94264758,GÅRDEJER HENRIK MIKKELSEN,SLAGELSE
36269715,SRMF,SLAGELSE
41716061,Birgitte Carlsen,SLAGELSE
34589771,AJ HOLDING & INVEST ApS,SLAGELSE
12161174,Egekjær v/Per Egekjær,SLAGELSE
72621859,FORPAGTER OLE P D PERSSON,SLAGELSE
32196365,MCC Service v/Carsten Elgaard Jensen,SLAGELSE
40367659,Foreningen til oprettelse af Korsør Hospice,SLAGELSE
31186846,EJENDOMSSELSKABET KAJ IV ApS,SLAGELSE
42388262,coverforanyone,SLAGELSE
33521391,"Ejerforeningen Løvegade 51, 4200 Slagelse",SLAGELSE
37192325,ME Dykkerservice ApS,SLAGELSE
41338660,Organic2you,SLAGELSE
41489529,visens venner slagelse,SLAGELSE
31962609,Alt I Symaskiner v/Kasper Udstad Pedersen,SLAGELSE
39054965,LEG MANAGEMENT ApS,SLAGELSE
63348716,"GYLLING & NIELSEN, ELEKTRO ApS",SLAGELSE
41039639,JMN,SLAGELSE
41574879,"Foreningen af grundejere på Hans Tausensgade, Slagelse",SLAGELSE
32623921,Andelsboligforeningen STRANDGADE,SLAGELSE
20653302,"PEJSEHUSET, SLAGELSE A/S UNDER STITELSE",SLAGELSE
33266367,L. GØTZE HOLDING ApS,SLAGELSE
41011459,NIOS ApS,SLAGELSE
13470286,TANDLÆGE OLE B ANDERSEN,SLAGELSE
28291086,GAARDBOE 2 HOLDING ApS,SLAGELSE
14083642,N O BRAMSEN,SLAGELSE
14227741,PBH NR. 20.853 ApS,SLAGELSE
40536930,Smedegården Slagelse,SLAGELSE
40066241,Autoriseret Fysioterapeut Andreasen Holding ApS,SLAGELSE
34046859,AVEN-BJERG ApS,SLAGELSE
30677153,Fonden Solstriben,SLAGELSE
31992176,H E Tolkeservice v/Hassan El-Beltagi,SLAGELSE
39478285,SR pleje,SLAGELSE
37954144,CesTek IT ApS,SLAGELSE
42144541,Ladies Circle 20 Korsør,SLAGELSE
30812824,MABE INVEST ApS,SLAGELSE
36557915,LIAN ApS,SLAGELSE
43085751,Hair By M,SLAGELSE
38796577,"Algade 18, Korsør ApS",SLAGELSE
32813496,Andelsboligforeningen Århusparken II,SLAGELSE
34784736,"Ejerforeningen Brogade 5A, 4220 Korsør",SLAGELSE
12654146,KLIPPEHULEN                       V/ANNEMARIE KRISTJANSEN,SLAGELSE
35595503,Slagelse Private Borgerlige Sygekasse,SLAGELSE
42785733,Storr Holding ApS,SLAGELSE
30871286,Muremester Christian Mark Nielsen,SLAGELSE
40406603,Profolie,SLAGELSE
43379690,Soegaard Tech Holding ApS,SLAGELSE
39414953,UI ApS,SLAGELSE
42571822,Jensens Tømrerservice,SLAGELSE
29846596,EJENDOMSSELSKABET THOMSENSVEJ SLAGELSE ApS,SLAGELSE
18272407,COUNTRY OG WESTERN HOUSE ApS,SLAGELSE
33263546,HENNING ONSTRUP HOLDING ApS,SLAGELSE
41920920,Theis Elkjær Holding ApS,SLAGELSE
34642923,kreative-kvinder,SLAGELSE
32793339,Ejerlejlighedsforeningen Nygade 13,SLAGELSE
33427026,Stoukærgaard grundejerforening,SLAGELSE
14081496,DE SYDVESTSJÆLLANDSKE LANDBO- ORGANISATIONERS KVÆGFOND,SLAGELSE
35148604,Ejerforeningen Slotsgade 11 C,SLAGELSE
37670650,PGalgerens,SLAGELSE
35586393,Skydebaneforening Søskoven,SLAGELSE
35318240,Casino Gardehusarregimentet,SLAGELSE
35017127,my-lab.dk,SLAGELSE
10488273,FORENINGEN VESTSJÆLLANDS MILJØ- OG ENERGI KONTOR,SLAGELSE
20867949,Tømrermester Poul Halds Eftf. v/Arne Nielsen,SLAGELSE
19812790,FINN NIEMANN-JENSEN,SLAGELSE
35156224,tawfiq,SLAGELSE
26518016,PH EFTF. HOLDING ApS,SLAGELSE
34552983,"HK Senior,Slagelse",SLAGELSE
30398440,Udlejer Bjarne Gram,SLAGELSE
40530258,Perhood,SLAGELSE
35029915,TØMRERFIRMAET MARTIN LARSEN HOLDING ApS,SLAGELSE
10301394,SLAGELSE SKORSTENSTEKNIK ApS,SLAGELSE
73365716,FRESE HOLDING ApS,SLAGELSE
36112638,Landudviking Slagelse,SLAGELSE
31579597,BILCENTERET LINDBERG & NIELSEN A/S,SLAGELSE
39772523,Knutzen Distilleries,SLAGELSE
25531515,E. BLOMBERG & CO. A/S,SLAGELSE
19758583,INGER KRISTIANSEN,SLAGELSE
32655971,CHARLOTTE HOLDING ApS,SLAGELSE
30625269,Heidi's Hundeskole Heidi Marianne Henningsen,SLAGELSE
33272219,OLLERUP MASKINVÆRKSTED ApS..      SLAGELSE,SLAGELSE
32840957,LB AF 1.7.2009 ApS,SLAGELSE
33887590,"""Vejlauget Skrænten"" Korsør",SLAGELSE
33637381,HINDMARKSGÅRDEN HOLDING ApS,SLAGELSE
32799442,Ejerforeningen Halsskovvej 70,SLAGELSE
28130589,Akupunkturklinikken v/Jens Lund,SLAGELSE
34647607,Solbakkens venner,SLAGELSE
45169111,"LÆGERNE SVEN GADE,SIGNE JENSEN    OG KIM MELBYE",SLAGELSE
37617369,Bojko Holding IVS,SLAGELSE
37416746,Min Bolighandel v/Hanne Steenberg,SLAGELSE
38517058,Faigh Invest IVS,SLAGELSE
38986643,Slagelse Svane Apotek,SLAGELSE
39294486,BullEye Transport,SLAGELSE
39810352,B-M entreprise,SLAGELSE
30435680,BUS - Ny Slagelse,SLAGELSE
36257555,Tude Å's Bådeklub,SLAGELSE
41113383,MJ Brinck Holding ApS,SLAGELSE
37333441,ArtANword.,SLAGELSE
30433033,Billardklubben keglen Høng,SLAGELSE
35154493,Blomsterparkens Grundejerfoening Korsør,SLAGELSE
25433912,Høger Fysioterapi                 V/Laura Høger,SLAGELSE
33309546,Korsør Picnickoncerter,SLAGELSE
41874228,Teilmannsalle 2,SLAGELSE
39819937,Berners druer ApS,SLAGELSE
28264623,Tømrermester Lars Bruun,SLAGELSE
37970026,Drøsselbjerg Lyng Grund,SLAGELSE
31501121,TAGE SØRENSEN HOLDING ApS,SLAGELSE
40415076,Horse Bazar IVS,SLAGELSE
40362649,Prenslev IVS,SLAGELSE
44418029,Åkandeparken,SLAGELSE
20628790,THOMAS JENSEN,SLAGELSE
40547193,GreenGHOST ApS,SLAGELSE
37087556,Vildstrup Virksomhedskommunikation,SLAGELSE
37761001,Tillie's,SLAGELSE
72621255,HR                                NIELS JOHANNES NIELSEN,SLAGELSE
33929129,DJH - Service,SLAGELSE
32217958,LINDEGAARD'S KØRESKOLE            V/JØRGEN LINDEGAARD,SLAGELSE
36128097,Minterior,SLAGELSE
30092333,KN - Rengøring v/Nicolai Egelund Jensen,SLAGELSE
63459011,L O SLAGELSE,SLAGELSE
21991244,DANSIKRING DIRECT PARTNER         V/IVAN JØRGENSEN,SLAGELSE
28936613,BodyMind v/Annette Kamby,SLAGELSE
18881993,LÆGE KELL ERIKSEN,SLAGELSE
30860004,Arbejdsskadeforeningen AVS,SLAGELSE
31917409,Arkitekt Birthe Rohde Jensen,SLAGELSE
20385308,Dissing                           v/Michael Dissing Søndermølle     Vestsjællandscentret,SLAGELSE
15714980,"Radio Tv Service                  Depotvej 5, Næstved",SLAGELSE
27437451,Tømrermester Michael Nielsen,SLAGELSE
31895952,NIELS P ADELSTEN,SLAGELSE
30685326,Honnens Hop og Leg v/Charlotte Schrøder Honnens,SLAGELSE
28885261,"CC, SLAGELSE HOLDING ApS",SLAGELSE
27322824,Fysioterapeut Birger Mikkelsen,SLAGELSE
31206839,Dah's Maskin Service v/Rasmus Dahl,SLAGELSE
29951454,AKVASERVICE v/Ina Kristiansen,SLAGELSE
38412612,Logen,SLAGELSE
38374141,Phcinvest ApS,SLAGELSE
31729378,Mayns v/ Elsebeth Mayn Hansen,SLAGELSE
38332457,LECKTON,SLAGELSE
30939654,Dyring's v/Karina Dyring,SLAGELSE
28619294,Maria Mazanti,SLAGELSE
29202044,MABONI HOLDING ApS,SLAGELSE
21260037,ALGREEN CONSULTING                V/ESBEN ALGREEN PEDERSEN,SLAGELSE
35292489,Anette Roisin,SLAGELSE
39352494,Bjørn Petersen Entreprise ApS,SLAGELSE
20782374,VINDKRAFT DANMARK ApS,SLAGELSE
34300909,Kildevang's Auto,SLAGELSE
27106994,Lindebjerg                        v/Jesper Lindebjerg Pedersen,SLAGELSE
40675981,ITSM&CI,SLAGELSE
18116391,KLINIK FOR FYSIOTERAPI            MARIANNE EBERT,SLAGELSE
36274816,rblarsen,SLAGELSE
21560596,HENRIK H. HØYER HOLDING ApS,SLAGELSE
38515918,HJERTELYSET - Det Spirituelle Fællesskab,SLAGELSE
25646347,vikar work v/Kurt M Larsen,SLAGELSE
38245120,Aloe vera - value yourself,SLAGELSE
38011340,Tømrermester Staurby,SLAGELSE
35982124,Hair by B,SLAGELSE
12079419,I/S BJERGBYGADE 6-8 V/HANS-OLE NIELSEN,SLAGELSE
32790720,Kommunikatoriet I/S,SLAGELSE
27125212,FAGERBERG CYKLER ApS,SLAGELSE
65913828,GTA INTERNATIONAL MARKETING- &    REKLAMEBUREAU                     V/IVAN TROSBJERG,SLAGELSE
36626062,Korsør kogræsser og naturplejeforening,SLAGELSE
18854279,Esc-Escape                        v/Theis Riiber,SLAGELSE
31978858,JENS LARSEN,SLAGELSE
28637403,Gummy.dk v/Jørn Lund,SLAGELSE
26824087,IRSK PUB ApS,SLAGELSE
31279356,KRING DEVELOPMENT ApS,SLAGELSE
29623910,KRISTIAN BAGGER HOLDING ApS,SLAGELSE
35313184,Slagelse Folkedanserforening,SLAGELSE
31629462,RESTAURANT SIANG JIANG ApS,SLAGELSE
36259442,Trattoria Da Vincenzo,SLAGELSE
38664425,Rosenly,SLAGELSE
25003306,E.C. KØD EN GROS ApS,SLAGELSE
29421234,LUCA BRANDS ApS,SLAGELSE
40532765,Tickrate.dk,SLAGELSE
31609615,DANERO TRADING A/S,SLAGELSE
33409494,Kontaktudvaglet for lokalråd. Slagelse,SLAGELSE
25735684,KA HOLDING ApS,SLAGELSE
34983569,Granly Marketing I/S,SLAGELSE
18009595,Ravn Consult                      v/Peer Ravn Jacobsen,SLAGELSE
33444540,Kommunikationsbureauet AuriculaI/S,SLAGELSE
38835505,Business Support & Trading IVS,SLAGELSE
37786373,Skælskør Brand & Rednings Museum,SLAGELSE
26538432,HAAKONS ALU ApS,SLAGELSE
42960888,NorRaun I/S,SLAGELSE
25137701,FONDEN STIGSNÆS INNOVATORS,
21224294,AKTIESELSKABET AF 28.10.1998,SLAGELSE
34889406,FRYLAND TRADE AND MARKETING ApS,SLAGELSE
38212818,Bang Rengøring ApS,SLAGELSE
39365782,Danske Indkøbsrejser ApS,SLAGELSE
24249573,LANDINSPEKTØRERNE CHRISTENSEN -   KÆRN - SIDENIUS I/S,SLAGELSE
60054614,KTB-TOTALBYG KORSØR ApS,SLAGELSE
61099816,VILH. PEDERSEN MASKINFABRIK A/S (VILH. PEDERSEN MANUFACTURING LTD.),SLAGELSE
36708840,Liberty IVS,SLAGELSE
34473374,SKADE- OG EJENDOMSSERVICE SJÆLLAND ApS,SLAGELSE
35696172,S/I Slagelse Privatskole,SLAGELSE
33771207,FISKEHUSET VED BROEN ApS,SLAGELSE
29438676,Klippehulen v/Charlotte Poulsen,SLAGELSE
21299332,JOHNNY NIELSEN,SLAGELSE
33624182,BaliQuilt v/Laila Mogensen,SLAGELSE
31217474,Akvarie Stuen v/Jakob Vilholm,SLAGELSE
31387655,MTH Service v/Martin Bech Thomsen,SLAGELSE
31709342,Dmeisner v/ Dorte Meisner,SLAGELSE
36930349,Immo Slagelse ApS,SLAGELSE
21247901,BAKKEGÅRDEN ApS,SLAGELSE
20153636,CUC ENGINEERING A/S,SLAGELSE
32753531,Andelsboligforeningen Bondesbakken,SLAGELSE
40356169,Oplev Europa,SLAGELSE
47065917,"SPECIALARBEJDERFORBUNDET I        DANMARK, SLAGELSE AFD.",SLAGELSE
29215650,HENRIK TOFTEGAARD HOLDING ApS,SLAGELSE
25368584,MORGEN GRUPPEN A/S,SLAGELSE
36060026,NIELSANDA ApS,SLAGELSE
25721632,Rådhus Apoteket i Slagelse,SLAGELSE
27920004,BAGGER LÅSE & ALARM A/S,SLAGELSE
28306164,WJ EJENDOM ApS,SLAGELSE
72852451,FLEMA/HANS FLEMMING NIELSEN,SLAGELSE
29915229,Relax Spa,SLAGELSE
13549133,TK HOCHEY EQUIPMENT V/THOMAS KAISER,SLAGELSE
30706439,RUDE MØBELINDUSTRI ApS,SLAGELSE
39128950,Tosola Drift ApS,SLAGELSE
36153229,Omø Vandværk A.M.B.A.,SLAGELSE
18722895,JPS TRANSPORT V/JENS PETER SØRENSEN,SLAGELSE
38120603,LGM multiservice,SLAGELSE
13553572,ZIX 7889 ApS,SLAGELSE
30728866,MARTIN SLOT HOLDING ApS,SLAGELSE
33302770,Kunstnergruppen Storebælt,SLAGELSE
35262245,Midt og Vestsjællands Distriktsforening,SLAGELSE
25913248,Peer Jesper Vostrup Jensen,SLAGELSE
32783279,JENSENTV.DK ApS,SLAGELSE
42247286,Bettingbrothers,SLAGELSE
35660399,KRIKO HOLDING IVS,SLAGELSE
41776714,BMN Consulting,SLAGELSE
35169342,Korsør Bridge 51,SLAGELSE
32625894,Andelsboligforeningen Skytteengen 1,SLAGELSE
32708498,Agersø Idrætsforening,SLAGELSE
36139412,Lene Gammelgaard - Human Innovation,SLAGELSE
28023553,Klinik for Fodterapi v/Christina Hansen,SLAGELSE
26927803,Oxbøll El                         v/Mads Oxbøll,SLAGELSE
36651407,Grundejerforeningen Digterhaven,SLAGELSE
30213068,Psykologisk Klinik-Lægecentret v/Anne Mette Nielsen,SLAGELSE
42756180,NAIL 4 YOU HOLDING APS,SLAGELSE
39736233,birch-hald.living,SLAGELSE
33249403,NY-EL ApS,SLAGELSE
