,cvr_nummer,navn,kommune_navn,antal_ansatte
787,27090273,Bakkegaard                        v/Bent Skare Nielsen,SLAGELSE,0.0
788,25557727,Rådhuskroen v/Inge & Hother Nielsen,SLAGELSE,0.0
789,33734492,Kageuniverset v/Mie Bork Lundgreen,SLAGELSE,0.0
790,72257456,Klonic-Pc- Discount,SLAGELSE,0.0
791,28987242,SLAGELSE BRYGHUS ApS,SLAGELSE,1.0
792,26922011,Kiropraktor Henrik Slott Hansen,SLAGELSE,0.0
793,35893393,VIKARFITNESS.COM ApS,SLAGELSE,1.0
794,25656679,"Excitement v/J Pedersen,M Pedersen,                                 L Nielsen",SLAGELSE,0.0
795,26307759,Herstal.It v/ Stig Jensen,SLAGELSE,0.0
796,37098051,CD,SLAGELSE,
797,25728971,Team Outdoor Group v/Geert Holm Christensen,SLAGELSE,0.0
798,26109485,ARKITEKTFIRMAET J. BJ.            THORLAKSSON ApS,SLAGELSE,2.0
799,26659736,SADOLIN FARVELAND FINN ANDERSEN   ApS,SLAGELSE,8.0
800,10937779,BL. GLAS OG ALUFACADER A/S,SLAGELSE,14.0
801,10730805,ANETTE JENSEN,SLAGELSE,0.0
802,37459577,Witting service & transport,SLAGELSE,0.0
803,41301155,bil & motor foreningen,SLAGELSE,
804,32245390,Hocke's Konsulentvirksomhed v/Lars Andreas Hocke,SLAGELSE,0.0
805,32710263,E-skilte I/S,SLAGELSE,0.0
806,29443203,BUTIK SOPHIE ApS,SLAGELSE,9.0
807,29615195,MJJM1 ApS,SLAGELSE,
808,31472180,PMS ApS,SLAGELSE,0.0
809,16728977,H. S. HOLDING A/S,SLAGELSE,1.0
810,25945840,STILLADSFIRMAET WEIDEMANN A/S,SLAGELSE,6.0
811,29258414,Borella Byg og Design v/Bob Jensen,SLAGELSE,
812,37457434,SF Multiservice,SLAGELSE,0.0
813,16319287,NOISIV ApS,SLAGELSE,1.0
814,40124675,JJ Service,SLAGELSE,
815,19046206,A/S PSE NR. 4919,SLAGELSE,30.0
816,35965831,A.El-habet entreprenør,SLAGELSE,0.0
817,33005369,Ejerlejlighedsforeningen Holbergsgade 13,SLAGELSE,
818,34658595,Den Vietnamesiske Montagnard Forening Slagelse DK,SLAGELSE,
819,36598786,Oxboll,SLAGELSE,
820,27970591,DANSK DATA BANK ApS UNDER         STIFTELSE,SLAGELSE,
821,18561743,KIRKE STILLINGE FORSAMLINGSHUS V/CLAUS BALSHØJ SØRENSEN,SLAGELSE,11.0
822,36113669,Slagelse Broderkreds,SLAGELSE,
823,33541805,BeautyCare Slagelse v/Stine Svare Hansen,SLAGELSE,0.0
824,26958873,Mølgaard Hydrometri v/Lars Mølgaard Laustsen,SLAGELSE,0.0
825,34797277,Mønsterkolonien,SLAGELSE,
826,36664444,Husmoderforeningen anno 2015,SLAGELSE,
827,38144650,BVP Bogføring og Kontor Service,SLAGELSE,0.0
828,33112084,HVK Storebælt Støtteforening,SLAGELSE,
829,32197256,Maler Majken v/Majken Holm,SLAGELSE,0.0
830,40204504,Grundejerforeningen Enghavevej,SLAGELSE,
831,37317691,Ejerlauget Musholmparken 2,SLAGELSE,
832,12637594,S L BYGGEENTREPRISE V/SØREN LANGKJÆR,SLAGELSE,1.0
833,40846344,MP RENGØRINGSTJENESTER,SLAGELSE,
834,28122772,HH BILSALG ApS,SLAGELSE,0.0
835,25697669,FOCUS FOTO HOLDING ApS,SLAGELSE,1.0
836,21696382,REVISORERNE DALSGAARD. STAHL & WØLDIKE. STATSAUTORISERET REVISIONSANPARTSSELSKAB,SLAGELSE,7.0
837,29919801,ND REVISION SLAGELSE REGISTRERET  REVISIONSAKTIESELSKAB,SLAGELSE,28.0
838,30249860,Slagelse Volleyballklub af 1973,SLAGELSE,
839,32802109,D19S Alarm & Service v/Dennis Jørgensen,SLAGELSE,0.0
840,35198555,Tårnborg Sogns Hyggeklub,SLAGELSE,
841,38207636,Hawaii Sun Slagelse ApS,SLAGELSE,
842,40459553,grundejerforeningen Pantholm 24,SLAGELSE,
843,14983341,C K AUTOMOBILER V/CARSTEN KRAMER JENSEN,SLAGELSE,0.0
844,33608101,Grundejerforeningen Grendalsvej,SLAGELSE,
845,30862538,TB marketing v/Trine Filsø Berthelsen,SLAGELSE,0.0
846,40587543,Haveforeningen Østervang,SLAGELSE,
847,32847226,Nuvoa Italia v/Arif Alperen Bagci,SLAGELSE,0.0
848,24991210,P.T. Herretøj A/S,SLAGELSE,3.0
849,28851731,AKTIVT VELVÆRE EJENDOMME A/S,SLAGELSE,
850,29010765,VESTERGAARDENS TRANSPORT ApS,SLAGELSE,2.0
851,30969367,Murermester v/Thomas Stein Jensen,SLAGELSE,0.0
852,27030572,GLARMESTER NIELS P. JØRGENSEN ApS,SLAGELSE,3.0
853,37795496,EV Ejendomme A/S,SLAGELSE,
854,34093105,LEAF DANMARK EJENDOMSSELSKAB ApS,SLAGELSE,
855,38057103,Leva Ejendomme A/S,SLAGELSE,3.0
856,40327576,Blower Door-light ApS,SLAGELSE,
857,35111913,Horndrup nu,SLAGELSE,0.0
858,32426700,Andelsboligforeningen Kildehusene III,SLAGELSE,
859,32744540,Andelsboligforeningen Storebælt,SLAGELSE,
860,40623663,Bådfarten Skjelskør V ApS,SLAGELSE,
861,26113717,Denis Autoværksted                v/Denis Bertelsen,SLAGELSE,0.0
862,32791417,Andelsboligforeningen Lærken,SLAGELSE,
863,34457336,PJB HOLDING KORSØR ApS,SLAGELSE,
864,78251212,TANDLÆGE                          MARIANN LUNDGREN ANDERSEN ApS,SLAGELSE,13.0
865,34642958,De frivillige Blæksprutter i Slagelse,SLAGELSE,
866,37508497,Nye Borgerlige i Slagelse kommune,SLAGELSE,
867,37128066,Jan Pedersen,SLAGELSE,0.0
868,37062189,FinneByg,SLAGELSE,0.0
869,37814679,"Grundejerforeningen Nankes Plads 1-5, Korsør",SLAGELSE,
870,26580684,Kultur-og Erhvervssammenslutningen,SLAGELSE,
871,35712488,Grundejerforeningen Skytteengen-Syd,SLAGELSE,
872,37593095,Beboerforeningen Hellig Anders,SLAGELSE,
873,41432853,Subbi´s Rudetoning ApS,SLAGELSE,
874,25096630,Nybolig Erhverv Vestsjælland      v/Jørgen Klode,SLAGELSE,9.0
875,32268293,FIBERG CONSULT ApS,SLAGELSE,
876,29479453,ABF Byskellet IV,SLAGELSE,
877,35995692,Haveforeningen Trekanten,SLAGELSE,
878,35707204,Handymanden v/Kenneth Grymen,SLAGELSE,0.0
879,28653344,Per Hillo,SLAGELSE,0.0
880,14454098,NIELS OTTO BUCHARDT PETERSEN,SLAGELSE,0.0
881,11868185,VAGN'S KØRESKOLE V/VAGN LARSEN,SLAGELSE,0.0
882,36399376,EW EJENDOMME A/S,SLAGELSE,1.0
883,31063957,EV BOLIG ERHVERV A/S,SLAGELSE,
884,35169342,Korsør Bridge 51,SLAGELSE,
885,29642923,King of Kebab v/Ersin Türkmen,SLAGELSE,0.0
886,39935090,CentralVikar IVS,SLAGELSE,
887,36572795,Juleaftensgruppen,SLAGELSE,
888,33345003,Omø Idrætsforening,SLAGELSE,
889,32756158,Ejerforeningen Nygade 25,SLAGELSE,
890,29915741,EJENDOMSSELSKABET BØJE PEDERSEN ApS,SLAGELSE,
891,34654700,Ejendommen Nytorv 4 v/Jonna Pedersen,SLAGELSE,0.0
892,41476842,Living by Kirk,SLAGELSE,
893,32443702,SANARY ApS,SLAGELSE,
894,30257006,Tårnborg Idrætsforening Gymnastikafdelingen,SLAGELSE,
895,29749329,Grønt og Frugt Center Basem Abdalla,SLAGELSE,0.0
896,32746195,Haveforeningen STRANDPARKEN,SLAGELSE,
897,29539553,HP INVEST AF 22. MAJ 2006 ApS,KORSØR,
898,33519982,Køreskolen Anders Odgaard Støvring,SLAGELSE,0.0
899,78959312,Meripol I/S                       v/E Sørensen & M Petersen,SLAGELSE,0.0
900,26746183,Vestergaard's Mandskabs Udlejning v/Ole Vestergaard,SLAGELSE,
901,19215601,TORBENS HAVE & HJEMMESERVICE V/TORBEN NIELSEN,SLAGELSE,0.0
902,25361229,Guldsmed Wagdi Hanin,SLAGELSE,0.0
903,21710970,SLAGELSE SVØMMEHAL'S CEFETERIA    V/JENS HANDEST,SLAGELSE,0.0
904,80762313,KLINIK F FYSIOTERAPI              V/METTE MØLLER,SLAGELSE,2.0
905,19942902,REFLEX VINDUESPOLERING            V/STEEN JENSEN,SLAGELSE,
906,34542880,Bjergbyparkens Venneforening,SLAGELSE,
907,17571346,MURERMESTER HANS ERIK HANSEN ApS,SLAGELSE,8.0
908,26936624,Cafe Nattergalen                  v/Bade Uzundal,SLAGELSE,0.0
909,11053238,SLAGELSE VELGØRENHEDSSELSKAB,SLAGELSE,
910,34369259,FPV World v/Dennis Møller Christiansen,SLAGELSE,0.0
911,28930593,Preality v/ Christian Nicolai Lybro Nielsen,SLAGELSE,0.0
912,35481591,HALSSKOV HELSEKOST ApS,SLAGELSE,0.0
913,37749036,Berg Investment IVS,SLAGELSE,
914,36592540,Din Lokale Mobile Pølsevogn v/Tina Jørgensen,SLAGELSE,0.0
915,51350510,SALON HAIRCUT                     V/CHRISTENSEN,SLAGELSE,1.0
916,36436921,FRIIS B. ApS,SLAGELSE,
917,31594731,HESSELBERG-PEDERSEN INVEST ApS,SLAGELSE,1.0
918,15227443,ADVOKATFIRMAET HENNING JENSEN OG  R KOPP PEDERSEN,SLAGELSE,7.0
919,27103847,Billigcamping.dk                  v/Michael Steinbacher,SLAGELSE,0.0
920,36084103,PRANAHUSET ApS,SLAGELSE,0.0
921,28924046,Okey´Dokey v/Tammy Maria Grell,SLAGELSE,0.0
922,18636646,JOMEMI ApS,SLAGELSE,7.0
923,28115989,EKKENBERG & ANDERSEN NETVÆRK ApS,SLAGELSE,13.0
924,27673058,BS Ejendoms Service               v/Gert Sørensen,SLAGELSE,0.0
925,39980029,LM Climatech ApS,SLAGELSE,2.0
926,39095009,Elemental eSports,SLAGELSE,
927,74730515,H J CYKLER V/HANS J VILLUMSEN,SLAGELSE,3.0
928,24747514,JØRGEN CALUM OG SØNNER ApS,SLAGELSE,5.0
929,34059136,ALFA SKADESERVICE OG              EJENDOMSSERVICE ApS,SLAGELSE,0.0
930,27100554,VIP GROUP ApS,SLAGELSE,1.0
931,39314223,E-gulve ApS,SLAGELSE,3.0
932,27669530,Slagelse Homeshop                 v/Uffe Christiansen,SLAGELSE,0.0
933,39901854,MGRI Holding ApS,SLAGELSE,
934,25546245,Bjørns Total Entreprisev/B Nielsen,SLAGELSE,0.0
935,36430486,TORVEBODEGAEN ApS,SLAGELSE,0.0
936,27090257,T.D. Service & Montage            v/Thomas Dahrup,SLAGELSE,4.0
937,43318136,Human-Animal Science,SLAGELSE,
938,28539150,IDE BYG v/Jim Strandet,SLAGELSE,0.0
939,18877503,VICH 4389 ApS,SLAGELSE,7.0
940,16914800,JANE LADING PEDERSEN,SLAGELSE,1.0
941,25003926,Cv Marketing                      V/Charlotte Valentin Hemmingsen,SLAGELSE,0.0
942,33901275,Vincentz Regnskab v/Inger Vincentz Thrane Jensen,SLAGELSE,0.0
943,32718035,JS Auto v/Jens Carsten Christiansen,SLAGELSE,5.0
944,29066302,Advokathuset v/Rene Rasmussen,SLAGELSE,7.0
945,27231799,TANDLÆGE HENRIK HARMSEN ApS UNDER STIFTELSE,SLAGELSE,6.0
946,27600247,Pathuel                           v/Ingeborg Pathuel,SLAGELSE,6.0
947,37921637,Babas Bagels ApS,SLAGELSE,4.0
948,25361296,N EJENDOM HOLDING ApS,SLAGELSE,
949,17802879,NESRAL ApS,SLAGELSE,
950,34692831,SØGÅRD HOLDING RUDE A/S,SLAGELSE,
951,36935340,Vemmelev IT ApS,SLAGELSE,0.0
952,34138427,Dansk Folkeparti,SLAGELSE,
953,33801912,MM-Kosmetik I/S,SLAGELSE,
954,40379002,Jobu Ejendomme ApS,SLAGELSE,
955,18744570,B.G. ApS,SLAGELSE,
956,35690115,Høve Pastorats Kirkekasse,SLAGELSE,17.0
957,25819519,STILLINGE STRANDS VANDVÆRK,SLAGELSE,2.0
958,26105978,TØMRER- OG SNEDKERMESTER NIELS LIEN ApS,SLAGELSE,27.0
959,30325591,JEO Import-Export v/Jens Erik Østerballe,SLAGELSE,1.0
960,30844807,MB Multi-service v/ Martin Bjerring Nielsen,SLAGELSE,
961,31439019,Motorcykel Værkstedet v/REne Hansen,SLAGELSE,0.0
962,79072419,"BECK AUTODELE A/S, SLAGELSE",SLAGELSE,1.0
963,35168826,Det Tamilske Aktivitetscenter,SLAGELSE,
964,33349238,Grundejerforeningen Vejsgårdparken,SLAGELSE,
965,30781643,Gaarden Graphics v/ Pernille Gaarden,SLAGELSE,
966,12069146,BJØRN HAMMER A/S,SLAGELSE,2.0
967,35596402,Kvick og Kolbes Rallyparts,SLAGELSE,0.0
968,34927227,Beauty Extensions v/Stina Nielsen,SLAGELSE,0.0
969,28401833,Slagelse Rideklub,SLAGELSE,0.0
970,34643105,Beredskabsforbundets Slagelse Kreds,SLAGELSE,
971,33432526,C.E.H. Byg v/Carsten E Heidelbach,SLAGELSE,
972,20768932,SLAGELSE RED VIKINGS,SLAGELSE,
973,18299232,KEAN IMPORT,SLAGELSE,1.0
974,30589548,INSTALLATØR HENNING NIELSENS      EFTERFØLGER ApS,SLAGELSE,11.0
975,35669698,GL. TORV 2 ApS,SLAGELSE,0.0
976,37609234,Vestsjællands Cleaning Service,SLAGELSE,2.0
977,38812718,Cavaleros Denmark,SLAGELSE,0.0
978,51921917,GRUNDEJERFOR SKOVSØPARKEN,SLAGELSE,3.0
979,65834111,JAN HANSEN. SLAGELSE ApS,SLAGELSE,16.0
980,17857037,SLAGELSE PRODUKTIONSSKOLE,SLAGELSE,19.0
981,30708911,SAMAKIPE HOLDING ApS,SLAGELSE,
982,43058681,kits blomster,SLAGELSE,
983,21729272,LLB HOLDING ApS,SLAGELSE,
984,35414754,EJENDOMSSELSKABET INDUSTRIVEJ 49A ApS,SLAGELSE,
985,33219644,Eggeslevmagle Landsbyråd,SLAGELSE,
986,36738995,Stina von Holstein v/Stina von Holstein,SLAGELSE,0.0
987,33412061,Anhalt Design v/Marius Peter Liljefeld Anhalt,SLAGELSE,0.0
988,34413754,Nordbyens kultur og fritidsklub,SLAGELSE,
989,36910275,Falconi Mare ApS,SLAGELSE,
990,36317515,Bøgelunde Forsamlingshus Venner,SLAGELSE,
991,34522952,Brodergaven - Hammeren Korsør,SLAGELSE,
992,41321970,D.K. Holding ApS,SLAGELSE,
993,32857191,Addina v/Michal Pentti Lorentsen,SLAGELSE,0.0
994,34076316,JOSK ApS,SLAGELSE,22.0
995,37280283,Nifingers Gospel Magic & Events,SLAGELSE,0.0
996,34744483,Ars Nova-koret,SLAGELSE,
997,37511994,Korsør Nor Inner Wheel,SLAGELSE,
998,32829260,EV BOLIG III ApS,SLAGELSE,
999,36418451,TURN1 ApS,SLAGELSE,0.0
1996,28144601,M. M. GROUP ApS,SLAGELSE,
1999,32253458,Algade Salon v/Hassan Mohammad,SLAGELSE,0.0
2001,33047894,HARREBYE ApS,SLAGELSE,
2002,33896646,Grundejerforeningen Skovager,SLAGELSE,
2003,25111362,Es Byg V/Erik Andersen,SLAGELSE,0.0
2004,32809758,Ejerlejlighedsforeningen Vestergade 5 A-B,SLAGELSE,
2005,34680655,Slagelse Håndboldklub,SLAGELSE,
2006,35344845,Lokal Service,SLAGELSE,0.0
2007,33301847,"Vemmelev VSG&I, Volley",SLAGELSE,
2008,39616203,Ole Skovager,SLAGELSE,
2009,34541892,Arla svampe klubben,SLAGELSE,
2010,38798634,Ejerforeningen matr.nr.76 Eggeslevmagle by og sogn,SLAGELSE,
2011,27010814,Winther Design & Import           v/Dorte Winther Hansen,SLAGELSE,0.0
2012,34990131,MBN Entreprise v/Mads Bonde Nielsen,SLAGELSE,0.0
2013,32201555,Rytterforeningen i Skælskør,SLAGELSE,
2015,10090644,Uv Hallen                         v/Johnny Sandau,SLAGELSE,1.0
2016,11447317,BENT BOHSEN,SLAGELSE,0.0
2017,28258941,Holmager I/S v/ T & M Madsen v/ Tage & Mogens Madsen,SLAGELSE,0.0
2018,18612976,INGENIØRFIRMAET NIELS REBIEN,SLAGELSE,0.0
2019,26044464,Søren Madsen,SLAGELSE,0.0
2020,26312094,Slagelse Taxa                     c/o Kurt Blaxkjær Jensen,SLAGELSE,1.0
2021,21428477,HA LONG BAY                       VIETNAMESISK RESTAURANT           V/DAC TAM VU,SLAGELSE,1.0
2022,32101658,EJENDOMSMÆGLER                    CARL ERIK HANSEN,SLAGELSE,0.0
2023,29725535,Trelleborg Tømrer og Snedkerfirma v/René Jespersen,SLAGELSE,0.0
2024,31547105,Gøral Design v/Jannie Lund-Nielsen,SLAGELSE,1.0
2025,21094072,Ingrid Hansens Hjemmeservice      v/Ingrid Hansen,SLAGELSE,0.0
2026,19632806,WHEELER VISION                    V/CHRIS RASMUSSEN,SLAGELSE,0.0
2027,35021140,Personlig Service.,SLAGELSE,0.0
2028,26813166,DevaBlomst                        v/Leene Møllegård Pedersen,SLAGELSE,
2029,19915638,Gondola's v/Aydemir Bahar,SLAGELSE,1.0
2030,37698776,B.S. Wineimport,SLAGELSE,0.0
2031,36271302,Elite Marketing Force,SLAGELSE,0.0
2032,26986265,Dansk Bygge Entreprise            v/Thomas Frederiksen,SLAGELSE,0.0
2033,30735471,SMART RENGØRING ApS,SLAGELSE,2.0
2034,36282401,KA-Auto,SLAGELSE,0.0
2035,34367469,Salon Hvitfeldt v/Lonnie Jacobsen,SLAGELSE,0.0
2036,34296839,Klinik Skovdal,SLAGELSE,0.0
2037,25932277,Klippegården v/Diana Hansen,SLAGELSE,2.0
2038,25066952,Peter Tingsgaard,SLAGELSE,2.0
2039,39316269,zaphgames,SLAGELSE,
2040,30197844,ACCENDO ApS,SLAGELSE,3.0
2041,36479396,H. HØJ EJENDOMME ApS,SLAGELSE,
2042,41067403,Petrine Glerup/ Holistisk Skønhedsklinik,SLAGELSE,
2043,37499099,MM-bogholderi,SLAGELSE,0.0
2044,28489994,PW - MIND HOLDING ApS,SLAGELSE,
2045,39727390,Trinity Aid IVS,SLAGELSE,
2046,27439004,TOMMY LARSEN ApS,SLAGELSE,1.0
2047,36271205,NOMi-byg,SLAGELSE,0.0
2048,41138351,Louises massage & akupunktur,SLAGELSE,
2049,12497539,ESPENHEINS EFTF. A/S,SLAGELSE,13.0
2050,31373301,SLOTSBJERGBY MASKINSTATION ApS,SLAGELSE,3.0
2051,26850975,CAFÉ VIVALDI ApS,SLAGELSE,7.0
2052,34650527,Andelsboligforeningen Rønnetoften,SLAGELSE,
2053,33317026,Ejerlavet Kassebjerggård,SLAGELSE,
2054,40650008,Lea Willemoes Frisdahl,SLAGELSE,
2055,33899122,"Grundejerforeningen "" kassebjerggårdsvej""",SLAGELSE,
2056,26014182,"Svane Køkkenet, Slagelse v/Lars Erik Olsen",SLAGELSE,3.0
2057,31651069,Andelsboligforeningen Hylleparken,SLAGELSE,
2058,35706097,Den udkørende fodterapeut v/ Statsaut. fodterapeut Janne Eisensøe,SLAGELSE,0.0
2059,38926705,TLG ApS,SLAGELSE,
2060,21247847,J H MONTAGE V/JAN HÅKONSEN,SLAGELSE,2.0
2061,20583800,DALSØ L.R.                        V/IRENE GUNHILD DALSØ,SLAGELSE,
2062,38533266,T. Ottesen Holding ApS,SLAGELSE,
2063,33008767,V.S.G. & I Gymnastikafdeling,SLAGELSE,
2064,35897933,Kabeldepotet,SLAGELSE,
2065,35177884,Vestergade/Smedestræde,SLAGELSE,
2066,29404232,VILCON BRYGHUS ApS,SLAGELSE,21.0
2067,39660210,NMGL Holding ApS,SLAGELSE,
2068,43143662,Road Safe,SLAGELSE,
2069,32840817,REALMÆGLERNE JAN THANNING ApS,SLAGELSE,3.0
2070,34604126,EVENT EKSPERTEN ApS,SLAGELSE,2.0
2071,57215119,SLAGELSE SCT PEDERS MENIGHEDSRÅD,SLAGELSE,19.0
2072,41566051,TOYA WIVA,SLAGELSE,
2073,44314886,Sørensensmalerogmultiservice v/ Søren Rikard Birkedal Hansen,SLAGELSE,
2074,37195669,Antik og Lort,SLAGELSE,0.0
2075,32693016,Marievang IF,SLAGELSE,
2076,21095540,EDIN ADULOVIC,SLAGELSE,0.0
2077,73713218,SLAGELSE MOTOR COMPAGNI HOLDING A/S,SLAGELSE,
2078,69039715,A/S SLAGELSE MOTOR COMPAGNI,SLAGELSE,35.0
2079,24982742,HOLBERG GULVE ApS,SLAGELSE,3.0
2080,26519195,"LINDBERG HOLDING, SLAGELSE ApS",SLAGELSE,
2081,35036407,WATERKNOWLEDGE ApS,SLAGELSE,1.0
2082,36585471,Bedstes Hus I/S,SLAGELSE,0.0
2083,33124732,"Duborgs udlejning, salg og service v/Kasper Duborg Sommer",SLAGELSE,
2084,82735011,"TØMRERMESTER GEORG BERG, SLAGELSE, ApS",SLAGELSE,54.0
2085,12092474,HOLGER CHRISTENSEN & SØN A/S,SLAGELSE,21.0
2086,35655115,H. HØJ HOLDING ApS,SLAGELSE,
2087,32158803,FORSIKRINGSMÆGLERGRUPPEN DANMARK  JEPPE HOLM ApS,SLAGELSE,1.0
2088,32325637,MMT GROUP ApS,SLAGELSE,4.0
2089,34746567,VeteranHaven,SLAGELSE,4.0
2090,34913862,Frivilligcenter Slagelse Kommune,SLAGELSE,1.0
2091,38100718,Andersen Ejendomme 2016 ApS,SLAGELSE,0.0
2092,37573124,WhiteParts ApS,SLAGELSE,0.0
2093,35344950,Petanqueklubben Seje Seniorer,SLAGELSE,
2094,35618392,antvorskov bowling klub,SLAGELSE,
2095,86762315,WOLFKING DANMARK A/S,SLAGELSE,232.0
2096,48155928,DYHRS SKOLE,SLAGELSE,64.0
2097,66948013,KIRKE STILLINGE BRUGSFORENING,SLAGELSE,7.0
2098,42448117,Quick Bistro                      v/Johannes Petersen,SLAGELSE,24.0
2099,33311818,Boeslunde Lokalråd,SLAGELSE,
2100,11680143,SLAGELSE GYMNASIUMS LEGATFOND,SLAGELSE,
2101,34559147,KupiecHair v/Pia Ninet Kupiec,SLAGELSE,0.0
2102,40894853,Dorthe H,SLAGELSE,
2103,26607590,YOU WHO SLAGELSE ApS UNDER        STIFTELSE,SLAGELSE,6.0
2104,36637501,Fru Jørgensens Multi Service,SLAGELSE,
2105,32014593,Forsikringsmæglergruppen v/Brian Heinrich Jensen,SLAGELSE,0.0
2106,30930916,E/F Ndr. Stationsvej 14 A A/F,SLAGELSE,1.0
2107,30374037,Slagelse Bueskyttelaug,SLAGELSE,
2108,34537291,Korsør Nor Rotary Klub,SLAGELSE,
2109,39814536,Redder & Brandmandsforeningen Korsør,SLAGELSE,
2110,29500746,Sports Team Slagelse,SLAGELSE,
2111,37533971,Korsør Golfklub - Dameklub,SLAGELSE,
2112,34440247,Bevaringsforeningen af gl.bygninger og miljøer,SLAGELSE,
2113,37127337,formuleringen.dk,SLAGELSE,0.0
2114,30636864,Andersen Consult v/Rene Børge Andersen,SLAGELSE,
2115,32915345,Spørg Morten v/Morten Christian Jensen,SLAGELSE,0.0
2116,34323100,Kjærulff Multiservice,SLAGELSE,0.0
2117,25453522,A.P.J. HOLDING AF 1/6 2000 ApS,SLAGELSE,
2118,32420869,Rude Beboerforening,SLAGELSE,
2119,36257547,Resalat forening,SLAGELSE,
2120,30282884,JMI INVESTERING I ApS,SLAGELSE,
2121,18490048,Ejendommen Jernbanegade 26 I/S,SLAGELSE,1.0
2122,32760538,Andelsboligforeningen Højen III,SLAGELSE,
2123,26986575,Á New Dog v/Annemette Julie Skov,SLAGELSE,0.0
2124,13101205,CAND PSYCH FREDDIE HØYER,SLAGELSE,1.0
2125,39433176,Guldsmedene Holding ApS,SLAGELSE,
2126,36054905,N EJENDOM 2014 ApS,SLAGELSE,
2127,20163305,DYRENES ELDORADO ApS,SLAGELSE,4.0
2128,30760662,SmedXpress v/Krishnamenan Krishnamoorthy,SLAGELSE,
2129,38173855,Haveforeningen Fælles Flid,SLAGELSE,
2130,30352408,GIRDLA HOLDING ApS,SLAGELSE,
2131,26774624,Opholdsstedet Vestergade 4,SLAGELSE,4.0
2132,21891789,SOLSIKKEN V/SUSANNE LARSEN,SLAGELSE,2.0
2133,25917731,Løvens Kiosk v/Moheb El Sayed,SLAGELSE,0.0
2134,14061878,KIOSKEN                           V/JOHNNY SANDAU,SLAGELSE,0.0
2135,60055815,SLAGELSE GRUNDEJERFORENING,SLAGELSE,0.0
2136,38375946,Phcbyg ApS,SLAGELSE,8.0
2137,26147131,B.S. Transport & Rengøring        v/Benny Sørensen,SLAGELSE,0.0
2138,33347049,B91 Slagelse,SLAGELSE,
2139,26656044,Sakib Mujanovic,SLAGELSE,2.0
2140,34280800,Bilsyn Slagelse,SLAGELSE,0.0
2141,25823672,Larsen Handelsselskab v/Jens Larsen,SLAGELSE,0.0
2142,14833676,ANDELSBOLIGFORENINGEN FRUEGADE 44,SLAGELSE,
2143,16268348,TØMRER/SNEDKERFIRMAET STYLSBORG V/LEIF STYLSVIG JEPSEN,SLAGELSE,0.0
2144,40408193,Jioii IVS,SLAGELSE,
2145,25921577,HOLDINGSELSKABET AF               26. FEBRUAR 2001 ApS,SLAGELSE,
2146,25160630,Vestergades Bageri I/S            V/Flemming & Susanne Hansen,SLAGELSE,8.0
2147,30860748,Unik Flower & Antik v/Katja Petersen,SLAGELSE,0.0
2148,25361245,Thomas Andersen,SLAGELSE,1.0
2149,29726612,Din El/ HvidevarekammeRATH v/Jacob Ernø Rath,SLAGELSE,0.0
2150,17833049,AD SUPPLY                         V/MICHAEL BECH,SLAGELSE,0.0
2151,34604614,E-TASKER ApS,SLAGELSE,15.0
2152,28578776,"Ferdinands Bøfhus I/S v/Omer Kutluay, Fazly Özata og Hasan Tozan",SLAGELSE,7.0
2153,28150555,JMI INVEST JYSTRUP ApS,SLAGELSE,
2154,32758967,Foodcare v/Johnny Helt Pedersen,SLAGELSE,0.0
2155,74020119,JANNERUP OFFSET A/S,SLAGELSE,23.0
2156,38265032,Storebælts Vikar- og Byggeservice ApS,SLAGELSE,10.0
2157,35355812,ERIKSEN'S TANDTEKNIK,SLAGELSE,2.0
2158,43126873,GreenClean Rengøring v/Jette Hansen,SLAGELSE,
2159,26801915,Strandvejens Auto v/Kenneth Rasmussen,SLAGELSE,1.0
2160,34076200,SØREN THORSLUND RASMUSSEN HOLDING ApS,SLAGELSE,
2161,10103576,REVISIONSFIRMAET SIVERTSEN V/FLEMMING SIVERTSEN,SLAGELSE,1.0
2162,31187176,"KONGSTEDVEJ 2, SLAGELSE ApS",SLAGELSE,
2163,26523885,ApS SLAGELSE GLARMESTERFORRETNING UNDER STIFTELSE,SLAGELSE,
2164,25361385,N EJENDOM ApS,SLAGELSE,
2165,31400406,Pixiu IT v/Jon Birch Rosing,SLAGELSE,0.0
2166,26356849,Birkedahl's Biler v/Klaus Birkedahl,SLAGELSE,0.0
2167,37041793,Frit Udsyn IVS,SLAGELSE,1.0
2168,32209300,Bagels Bar v/Dorte S Wiben,SLAGELSE,0.0
2169,67016513,HAVREBJERG MØLLE ApS,SLAGELSE,5.0
2170,26516862,KRING IT HOLDING ApS,SLAGELSE,1.0
2171,29412146,MR HOLDING SLAGELSE ApS,SLAGELSE,
2172,34119287,Muskelbasserne,SLAGELSE,
2173,27860133,Onkel Moussa v/Kladess Badran,SLAGELSE,
2174,32848729,Ejerforeningen Nansensgade 3,SLAGELSE,
2175,37172596,Webpuzzle ApS,SLAGELSE,
2176,35774505,"Personaleforeningen Glue, Campus Slagelse",SLAGELSE,
2177,38659367,Mikkel Danmark,SLAGELSE,1.0
2178,37191566,Kulturhusets Venner,SLAGELSE,
2179,27234720,SLAGELSE VINKOMPAGNI ApS,SLAGELSE,3.0
