,cvr_nummer,navn,kommune_navn,antal_ansatte
387,21181706,PANI INVEST ApS,SLAGELSE,
388,31586674,TERKELSBJERG ApS,SLAGELSE,
389,38206206,BD CAPITAL IVS,SLAGELSE,
390,38206494,Deshasta Consulting IVS,SLAGELSE,
391,30018168,Gårdejer Henrik Valentin Jensen,SLAGELSE,0.0
392,34547483,De ældres klub,SLAGELSE,
393,33672780,Slagelse Kulturråd,SLAGELSE,
394,34686025,Nordisk islam & kultur forening,SLAGELSE,
395,27871909,Bøgebjerg v/Rikke Bøgebjerg Jensen,SLAGELSE,0.0
396,31966590,Go Grafix v/Kim Christensen,SLAGELSE,0.0
397,25180771,Marktrans                         V/Mark Hulstrøm,SLAGELSE,0.0
398,34926646,phcmontage,SLAGELSE,0.0
399,35553061,Vestsjællands Akvarie- og Terrarieklub,SLAGELSE,
400,26602521,Columbus Rejser                   v/Qussama El-Jaji,SLAGELSE,0.0
401,28920881,Timmerman Consult v/Søren Timmermand,SLAGELSE,
402,25502221,Ejendommen Tjørne Alle 12 v/Thomas Schultz,SLAGELSE,0.0
403,27842119,Danish Electronic Importer v/ Mike Kilbæk,SLAGELSE,0.0
404,29770883,DISSING & JALLER ApS,SLAGELSE,3.0
405,40514406,DJ JustJonas,SLAGELSE,
406,35946152,Hvidevare Konsulenten,SLAGELSE,0.0
407,37572578,Byens Blikkenslager v/Martin Philipsen,SLAGELSE,0.0
408,17643932,COMPUTERCAFEEN SLAGELSE           V/HENRIK OLSEN,SLAGELSE,2.0
409,29286760,Jeanette Anastasia Rasmussen,SLAGELSE,0.0
410,28717490,FTI - IMEX ApS,SLAGELSE,
411,25797981,SLAGELSE KOMMUNES NETSELSKAB A/S,SLAGELSE,16.0
412,36496533,JOINT EFFORTS HOLDING ApS,SLAGELSE,
413,37960039,Liljecafeen,SLAGELSE,2.0
414,18614448,PSYKOLOGHUSET                     V/PIA CHRISTIANSEN,SLAGELSE,0.0
415,30164067,Klinik for fodterapi/Trine Nielsen,SLAGELSE,0.0
416,33850492,Frisør Mono Joan v/Joan Juul Christensen,SLAGELSE,0.0
417,35978003,Slagelse figur og hobby forening,SLAGELSE,
418,33537441,Skørpinge Landsbylaug,SLAGELSE,
419,28016247,Slagelse Bog & Ide v/Jannik Stagaard,SLAGELSE,8.0
420,31983258,Fadi Mohamad Ahmad,SLAGELSE,0.0
421,33330472,Grundejerforeningen Christiansgave,SLAGELSE,
422,10247896,LÆGE OLE WINKEL,SLAGELSE,4.0
423,32055044,Rosted beboerforening,SLAGELSE,
424,39367777,Rolighed Andersen Holding ApS,SLAGELSE,
425,32756190,Foreningen af lejlighedsejere Chr. Gave 2A-2D,SLAGELSE,
426,31553334,Syd-Vestsjællands Jagtforening,SLAGELSE,
427,37326143,Slagelse Sport & Ungdom (SSU),SLAGELSE,
428,16523836,MUSKETEREN ANTVORSKOV KASERNE,SLAGELSE,1.0
429,20653272,H. JUL. FJERRING HOLDING A/S,SLAGELSE,
430,36263881,Grundejerforeningen matr.nr. 5 n 5 h Landsgrav,SLAGELSE,
431,34977348,Ejerlauget Søndervang Beboerforening,SLAGELSE,
432,33006292,Ejerforeningen Rytterstaldstræde 3,SLAGELSE,
433,35150897,"Ejerforeningen Slotsgade 8, 4200 Slagelse",SLAGELSE,
434,35966099,Spred dine vinger,SLAGELSE,0.0
435,34627193,MY-INVEST ApS UNDER STIFTELSE,SLAGELSE,
436,26351596,Ejerforeningen Schweizerplads 5,SLAGELSE,0.0
437,29142173,TØMRERMESTER HENRIK HJORT HARBOE HOLDING ApS,SLAGELSE,
438,25313534,Bp Byg V/Benni Pedersen,SLAGELSE,0.0
439,27370551,Dorthe Harder Petersen,SLAGELSE,0.0
440,32803822,Andelsboligforeningen Plantagen,SLAGELSE,
441,35625712,RHM-BYG,SLAGELSE,0.0
442,30216008,Slagelse Basketball Klub,SLAGELSE,
443,34737088,KMS RENGØRING ApS,SLAGELSE,0.0
444,34910456,Exmilvagt,SLAGELSE,0.0
445,18364107,Gp Korrektur                      v/Gitte Buhr,SLAGELSE,0.0
446,34658064,Støtteforening for Tårnborg-Vemmelevs sportssvømmere,SLAGELSE,
447,11442412,ANDELSSELSKABET                   KELSTRUP-NÆSBY STRAND             VANDFORSYNING,SLAGELSE,2.0
448,27214231,Slagelse Ortho-Teknik I/S,SLAGELSE,0.0
449,34555672,Slagelse Efterløn's og Pensionistforening,SLAGELSE,
450,16359394,KIRSTEN KRISTENSEN,SLAGELSE,0.0
451,14900705,J K TRADING                       V/JETTE KRISTENSEN,SLAGELSE,1.0
452,29122431,Afro Exotic Butik v/Omowunmi Folasade Johansen,SLAGELSE,0.0
453,14206485,Eva Lund Petersen,SLAGELSE,0.0
454,21134309,SHELL SERVICE                     V/JESPER JUST,SLAGELSE,11.0
455,17425196,BRITTA JENSEN,SLAGELSE,2.0
456,27336175,Klinik for fysioterapi            v/Hanne Lee,SLAGELSE,2.0
457,20466073,CASINOTORVETS PØLSEVOGN           V/REMZI HEMISOGLU,SLAGELSE,1.0
458,25267311,Pamfilius                         V/Malene Birkedal,SLAGELSE,0.0
459,26125626,Chokolade Symfonien v/Rima Turke,SLAGELSE,0.0
460,29850011,MediaNet International Inc,SLAGELSE,2.0
461,32072550,MURERMESTER                       LASSE BJERGØ,SLAGELSE,1.0
462,26972140,Salon Meduza v/Lise F Petersen,SLAGELSE,0.0
463,15353406,VOGNMAND PER HENNING JENSEN,SLAGELSE,0.0
464,17971832,HENRIK HELGE,SLAGELSE,0.0
465,89950228,ANDELSSELSKABET MØLLEVEJ 3,SLAGELSE,
466,27424783,BJAS ApS,SLAGELSE,
467,27442501,Horn & Boving Trading House       v/Lisbeth Giede Bøving,SLAGELSE,0.0
468,35374507,Xenzora Humane,SLAGELSE,
469,32403220,Scandinavian Designhouse Webshop v/Chris Michael Münkel,SLAGELSE,0.0
470,11971113,SALON HERDIS                      V/H RASMUSSEN,SLAGELSE,0.0
471,35850880,BANG SERVICE GROUP ApS,SLAGELSE,4.0
472,35946756,Moster Signe,SLAGELSE,0.0
473,35059849,Multi service,SLAGELSE,0.0
474,39032481,NB dressage,SLAGELSE,0.0
475,38654845,Smaekmoess,SLAGELSE,
476,38582577,J&O Design,SLAGELSE,
477,26826764,JM DEVELOPMENT A/S,SLAGELSE,6.0
478,37279722,SaronCollection,SLAGELSE,
479,31933005,MAGIC MICRO SYSTEMS A/S,SLAGELSE,
480,38260855,RN Holding Korsør ApS,SLAGELSE,
481,27109802,JOHANSEN INVEST & CONSULTING ApS,SLAGELSE,1.0
482,29388059,LINDBOLIG A/S,SLAGELSE,
483,39912627,Slagelse Engineering v/ Casper Berg,SLAGELSE,0.0
484,33173199,Lokalrådet for Hejninge og Stillinge Sogne,SLAGELSE,5.0
485,38242407,BUGHI IVS,SLAGELSE,0.0
486,28665512,PN GROUP ApS,SLAGELSE,1.0
487,28720173,PER WORM ISOLERING ApS,SLAGELSE,3.0
488,28851529,AKTIVT VELVÆRE A/S,SLAGELSE,28.0
489,29134308,HK AUTOMOBILER SLAGELSE ApS,SLAGELSE,2.0
490,29720231,Kom-Ann Den rullende hudpleje v/Ann Bech Andersen,SLAGELSE,0.0
491,34424462,Rude Vandværk A.M.B.A,SLAGELSE,2.0
492,40686266,Rengørings fotograffen,SLAGELSE,
493,32966454,Ejerforeningen Herrestræde 9-11,SLAGELSE,
494,31910161,Korsør Miniby,SLAGELSE,
495,72836758,TAGE BECK,SLAGELSE,0.0
496,34550514,Grunejerforeningen 18d Næsby Strand,SLAGELSE,
497,37526355,Familien Thyregod,SLAGELSE,0.0
498,26690269,FrisørAtelieret v/Belinda Sponholtz,SLAGELSE,3.0
499,11449816,SLAGELSE GYMNASTIKFORENING,SLAGELSE,4.0
500,41542799,SEETV ApS,SLAGELSE,
501,36103639,Kruse IT,SLAGELSE,
502,40255745,Sine L - Tattoo,SLAGELSE,
503,43520814,bil-linjen,SLAGELSE,
504,38943820,SCWeb,SLAGELSE,0.0
505,26880114,BENNI PEDERSEN HOLDING ApS UNDER  STIFTELSE,SLAGELSE,
506,39849739,Demirel ApS,SLAGELSE,2.0
507,30237072,"KRC HOLDING, SLAGELSE ApS",SLAGELSE,
508,37810746,EV Ejendomsservice ApS,SLAGELSE,12.0
509,15715049,ANTVORSKOV KIRKEKASSE,SLAGELSE,8.0
510,33505647,LKR EJENDOMME ApS,SLAGELSE,
511,25715160,"TANDPROTETIKEREN, SLAGELSE ApS",SLAGELSE,2.0
512,27471714,CAFE VIVALDI HOLDING ApS,SLAGELSE,
513,32870147,Sommerstedt & Co v/Christina Sommerstedt,SLAGELSE,0.0
514,35022678,Struktør Funch v/Mads Funch Nielsen,SLAGELSE,0.0
515,33864124,LANDCENTRALEN ApS,SLAGELSE,1.0
516,38936077,TLG Consulting ApS,SLAGELSE,0.0
517,32811396,Bådeforeningen Magleø,SLAGELSE,
518,30031156,Bygge & Baneservice v/Johnny Henrik Olsen,SLAGELSE,0.0
519,33336144,KCN Montage v/Kenni Christian Nielsen,SLAGELSE,0.0
520,71330613,ANDELSBOLIGFORENINGEN SMEDEGADE 73,SLAGELSE,
521,94729653,EJERLEJLIGHEDSFORENINGEN NYGADE 5,SLAGELSE,0.0
522,32746209,Sct. GeorgsGildernes hus Korsør,SLAGELSE,
523,32800254,Hashøj-gruppen,SLAGELSE,
524,40485147,Grundejerforeningen Rosenhaven,SLAGELSE,
525,32801692,Andelsboligforeningen Birkeparken,SLAGELSE,
526,30675916,Landsbyrådet for Ørslev og omegn,SLAGELSE,
527,21089192,NORDISK NUMISMATISK UNIONS FOND V/HENNING I LARSEN,SLAGELSE,
528,35962247,KT Montage I/S,SLAGELSE,0.0
529,21914878,ABDULLA DAWOODI V/ABED DAWOODI,SLAGELSE,0.0
530,31349702,Revisorfirmaet Gjermandsen I/S,SLAGELSE,0.0
531,38064665,Kontorfællesskabet - Slagelse ApS,SLAGELSE,
532,10203848,KIRKE-STILLINGE EL-FORRETNING A/S,SLAGELSE,8.0
533,33149905,DALLAS HOLDING ApS,SLAGELSE,
534,40029729,Havnens Genbrug,SLAGELSE,
535,33374747,RASMUS HANSEN HOLDING ApS,SLAGELSE,
536,31849233,PARTYEKSPERTEN ApS,SLAGELSE,0.0
537,26970725,Frisørsalon Coco De Mer           v/Mary Christiansen,SLAGELSE,0.0
538,19256995,EJERLAUGET VALDEMARSGADE-KAREERNE,SLAGELSE,0.0
539,33211384,Bisserup Digelag,SLAGELSE,
540,32001823,Kfum Spejderne Stillinge Gruppe,SLAGELSE,
541,18063182,ERIK RUHOFF JENSEN,SLAGELSE,0.0
542,30940601,Frisør - Christina Gandrup,SLAGELSE,0.0
543,20509376,B I M                             V/JESPER BANG JØRGENSEN,SLAGELSE,4.0
544,32151353,SMCP ApS,SLAGELSE,1.0
545,30947886,Mødrehjælpens Lokalforening Slagelse,SLAGELSE,
546,21934879,JOHNNI ERIK HANSEN,SLAGELSE,0.0
547,15029870,MARINEFORENINGENS SLAGELSEAFDELING V/HENRIK FABER,SLAGELSE,
548,31302358,Dansk Print v/Henning Topholm,SLAGELSE,0.0
549,12467907,SLAGELSE TAXA VOGNBESTILLINGS-    KONTOR,SLAGELSE,8.0
550,35066187,SomDevelopment,SLAGELSE,0.0
551,26841534,PH X-Press                        v/Poul Hansen,SLAGELSE,0.0
552,31194237,Jess´ Malerfirma v/Jess Peter Kvistgård Christensen,SLAGELSE,0.0
553,25432622,BANG & RÜSLER ApS,SLAGELSE,
554,20299894,MØLLER & MADSEN REGISTRERET       REVISIONSAKTIESELSKAB,SLAGELSE,8.0
555,14094172,STOREBÆLT MOTOR SERVICE A/S,SLAGELSE,1.0
556,29050430,Skovgaard Vine I/S,SLAGELSE,0.0
557,34103488,Fond for erhvervssponsorater til kultur- sport og Fritidslivet i Slagelse kommune,SLAGELSE,
558,31758564,SECNORDIC INTERNATIONAL ApS,SLAGELSE,
559,30422740,Heldal Design v/Jens Heldal,SLAGELSE,0.0
560,35282386,YourSolution I/S,SLAGELSE,0.0
561,21501506,ELEKTROBIKSEN                     V/ZOUHEIR A SALLALLAH,SLAGELSE,0.0
562,32796664,S.A.F.C. Støtteforening,SLAGELSE,
563,33493703,ART2B HOLDING ApS,SLAGELSE,2.0
564,10873436,'K. JØRGENSEN & SØN ApS',SLAGELSE,6.0
565,26360978,REKLAMECENTRET TAGE SØRENSEN ApS,SLAGELSE,3.0
566,26820316,SLAGELSE TENNISKLUB,SLAGELSE,5.0
567,26448719,SLAGELSE HANDELSSTANDSFORENING STIFTELSEN TORVEGADE 28 - 30,SLAGELSE,1.0
568,27457797,SEJS DYNER ApS,SLAGELSE,2.0
569,34473234,LBJ TØMRERFORRETNING ApS,SLAGELSE,1.0
570,40476431,Nordhallens Venner,SLAGELSE,
571,33759940,H.L. HOLDING SLAGELSE ApS,SLAGELSE,
572,31155908,RH PUMPER ApS,SLAGELSE,1.0
573,26218799,Ejerlejlighedsforeningen Schweizerpladsen 1 B,SLAGELSE,0.0
574,18735032,FFP-KOMMUNIKATION V/FRANK PEDERSEN,SLAGELSE,0.0
575,31540194,"Dansk Røde Kors, Slagelse afdeling",SLAGELSE,
576,40665455,Tnk Multiservice v/ Tobias Noe Karlsen,SLAGELSE,
577,18855577,Anders Jensen,SLAGELSE,
578,32176135,By IO Lene Clausen,SLAGELSE,
579,40068686,MDSJ ApS,SLAGELSE,
580,31055245,JENSEN OG JØRGENSEN ApS,SLAGELSE,
581,38917943,Ejrup og Lind ApS,SLAGELSE,1.0
582,32717144,De Grønne Pigespejdere,SLAGELSE,
583,17814389,XKT 26/5 1994 ApS,SLAGELSE,4.0
584,30288033,A/B Holstebroparken,SLAGELSE,
585,15000147,VICH 2776 ApS,SLAGELSE,
586,32791573,KFUM Spejdernes Forældreforening,SLAGELSE,
587,38534203,Fima Trading ApS,SLAGELSE,1.0
588,38567381,Stendal & Kruse VVS ApS,SLAGELSE,3.0
589,35903550,Fuld af Dyr I/S,SLAGELSE,0.0
590,34318824,FEM MULTI,SLAGELSE,0.0
591,32615465,"Andelsboligforeningen Mølleager I, Skælskør",SLAGELSE,
592,33948409,T. EILERSEN HOLDING ApS,SLAGELSE,
593,53490018,OLGA THORGILS LEGAT,SLAGELSE,
594,30438299,Grundejerforeningen Kildehaven,SLAGELSE,
595,34473188,LBJ HOLDING SKÆLSKØR ApS,SLAGELSE,
596,30269829,Nordbyens Badminton Klub,SLAGELSE,
597,35948473,Frisør Madame Blå,SLAGELSE,0.0
598,32757928,"Haveforeningen ""Storebælt""",SLAGELSE,
599,39621770,Mathias Paaske Holding IVS,SLAGELSE,
600,33695225,Børns Voksenvenner Slagelse og omegn,SLAGELSE,
601,37924407,Vestsjællands Distrikts Gilde,SLAGELSE,
602,14167730,Ejendommen Østerbrohus            v/Svend Helge Jensen,SLAGELSE,1.0
603,32627048,Sørbymagle Idræts forening,SLAGELSE,
604,26953049,Vindueskonpagniet                 v/Lars Sørensen,SLAGELSE,0.0
605,29268010,HARREBOE v/Jens Harreboe,SLAGELSE,0.0
606,28358105,Sunesen trading v/ Kasper Sunesen,SLAGELSE,3.0
607,24993930,Jette Jensen,SLAGELSE,0.0
608,75941919,FREDDY ANDERSEN,SLAGELSE,0.0
609,25784324,Revisor Herman Frederiksen,SLAGELSE,1.0
610,27259871,L.M. Textil                       v/Lis Madsen,SLAGELSE,0.0
611,27888143,Tiedemann Måneskinsenterprise v/ Stig Christian Tiedemann,SLAGELSE,1.0
612,25681363,Webdesign Danmark v/Kasper Hvid Carlsen,SLAGELSE,0.0
613,63264628,Carsten Michael Larsen,SLAGELSE,21.0
614,21934895,LOLA'S SYSTUE                     V/BLANCHE SØRENSEN,SLAGELSE,0.0
615,29863687,V-COM v/Tomas Vilholm,SLAGELSE,0.0
616,34504776,H/F Etterbjerg,SLAGELSE,
617,25796764,Dagbehandlingstilbuddet Lille Valbygård,SLAGELSE,12.0
618,35010262,Slagtershoppen,SLAGELSE,
619,36437448,FRIIS BLIND ApS,SLAGELSE,
620,36146656,Guldsmedene I/S,SLAGELSE,3.0
621,19115208,CITY KUNST OG ANTIK               V/ANNE MARIE HANSEN,SLAGELSE,0.0
622,27614701,HL BYGGEENTREPRISE ApS,SLAGELSE,0.0
623,26648521,J.C. Carlsen's VVS                v/Jimmi Carlsen,SLAGELSE,0.0
624,36314249,Majora,SLAGELSE,0.0
625,21726141,ApS KBUS 38 NR. 3613,SLAGELSE,5.0
626,25315758,RK MONTAGE HOLDING ApS,SLAGELSE,1.0
627,30418891,Danlinc Multiservice v/Johnny Iversen,SLAGELSE,0.0
628,28254369,MiaRosa v/Karina Kamilla Voigt,SLAGELSE,0.0
629,27621627,Tømrermester Brian Thomsen,SLAGELSE,0.0
630,77420428,MALERMESTER E. MUNCH PEDERSEN.    KIRKE STILLINGE ApS,SLAGELSE,8.0
631,37580562,"Vejlauget for Stenten, Hækken & Gærdet på Næsbystrand",SLAGELSE,
632,26194547,S.C. Nielsen Handel og Rep        v/Sonny Nielsen,SLAGELSE,0.0
633,34595194,JH 1 HOLDING ApS,SLAGELSE,16.0
634,40874232,RJ BYG,SLAGELSE,
635,29185360,P.B. EJENDOMSINVEST ApS,SLAGELSE,
636,12784899,SVEND AAGE NIELSEN. AUTORISERET EL-INSTALLATØR A/S,SLAGELSE,31.0
637,30282205,JMI INVESTERING A/S,SLAGELSE,
638,41314869,Dissing Workwear ApS,SLAGELSE,
639,32508367,Masu v/Tenna Hougaard Baltzer,SLAGELSE,0.0
640,34135533,Det Radikale Venstra - Slagelse kredsen,SLAGELSE,
641,29770522,FILTERSUPPORT ApS,SLAGELSE,1.0
642,35056912,STOREBÆLT TAGRENS ApS,SLAGELSE,1.0
643,27715923,Ferdinands Bøfhus v/Martin Castillo,SLAGELSE,
644,28147872,TVJ HOLDING ApS,SLAGELSE,
645,10128951,BEJS BYG A/S,SLAGELSE,1.0
646,28593821,Speciallæge Lars Bendtsen,SLAGELSE,0.0
647,36668024,LA Pressefoto,SLAGELSE,0.0
648,28626924,Ejendommen Sorø Landevej v/Frank Olsen,SLAGELSE,0.0
649,31187192,GRØNSUNDSVEJ 49 A NYKØBING ApS,SLAGELSE,
650,33726864,museumsforeningen for skovsgaard mølle og bageri museum,SLAGELSE,
651,34255725,Slagelse Ortho-Teknik v/Helle Birch,SLAGELSE,2.0
652,86611813,E/F FRUERGAARDEN,SLAGELSE,1.0
653,21474207,ANDELSBOLIGFORENINGEN NDR. RINGGADE 26-30,SLAGELSE,
654,38550306,HSJ Sand og Sodablæsning,SLAGELSE,0.0
655,31541239,Hovborg Murerfirma,SLAGELSE,0.0
656,33321309,Lokalrådet for Vemmelv og Omegn,SLAGELSE,
657,17930486,SLAGELSE EL-SERVICE STEEN NIELSEN,SLAGELSE,0.0
658,13101183,DEN ANDENSIDSTE VIKING/ THE FREEBSD PROJEKT V/POUL-HENNING KAMP,SLAGELSE,0.0
659,32612423,Landsforeningen af 10. Klasseskoler i Danmark,SLAGELSE,
660,33565259,Broderloge nr. 60 Hammeren,SLAGELSE,
661,21094145,"HUDKLINIKKEN V/SPECIALLÆGE, DR.MED. STEFFEN MUNKVAD",SLAGELSE,4.0
662,37553247,T.I.F. Aktivitetsudvalg,SLAGELSE,
663,33816030,Gimlinge Landsbyråd,SLAGELSE,
664,30296958,Sportsfiskerforeningen for Slagelse og Omegn,SLAGELSE,
665,34429944,TeaterGruppen CasaBlanca,SLAGELSE,
666,39499304,Cobot Lift Holding IVS,SLAGELSE,
667,28865422,PULCINELLA ApS,SLAGELSE,8.0
668,31152186,SALLI HOLDING ApS,SLAGELSE,
669,29373175,Marianne´s Hairstudio v/Marianne Lund Andersen,SLAGELSE,0.0
670,32758495,Andelsboligforeningen Rødhøj II,SLAGELSE,
671,30229339,Slagelse Bowling Club,SLAGELSE,
672,37812641,"Grundejerforeningen ""Købmandsgården""",SLAGELSE,
673,33622104,Beboerrepræsentationen Kastanievej 10A og 10B,SLAGELSE,
674,31969840,FS Hashøj,SLAGELSE,
675,32488706,A/B Hesselhaven,SLAGELSE,
676,33742541,Johns Autoservice v/John Flemming Christensen,SLAGELSE,0.0
677,28158882,S.A.M.K. HOLDING ApS,SLAGELSE,
678,32577199,Den Vietnamesiske Evangeliske Menighed,SLAGELSE,1.0
679,32087299,KINGS AND QUEENS ApS,SLAGELSE,51.0
680,35409165,RIGTIG HUNDEMAD ApS,SLAGELSE,1.0
681,36589736,S/I Agersø Naturcenter,SLAGELSE,1.0
682,29726655,Udviklingskonsulenterne v/Irene Rasmussen,SLAGELSE,0.0
683,33187823,Bisserup Byting,SLAGELSE,
684,19959775,LIEN FINANS ApS,SLAGELSE,
685,39510693,Cobot Lift ApS,SLAGELSE,3.0
686,39653095,Venslev Autoelektro ApS,SLAGELSE,1.0
687,40832270,Tina L,SLAGELSE,
688,34781141,ejerforeningen sdr stationsvej 14 4200,SLAGELSE,
689,20657642,J P RENGØRING,SLAGELSE,0.0
690,31821479,Andelsboligforeningen Gartnerhaven I,SLAGELSE,
691,33630328,Frisør Beauty Care v/Karina Egelund Rasmussen,SLAGELSE,0.0
692,38438174,PMT Invest ApS,SLAGELSE,
693,32362737,EV BOLIG II ApS,SLAGELSE,
694,61082514,GDR JØRGEN JENSEN,SLAGELSE,0.0
695,34673357,Grundejerforeningen Niels Jensens vej,SLAGELSE,
696,36293268,Hansens herreklip,SLAGELSE,0.0
697,40742743,Skift Fokus ApS,SLAGELSE,
698,30457803,Livsnyder v/Karen Loy Tengberg,SLAGELSE,
699,37248509,"Grundejerforeningen Bakkehøj 1, Vemmelev",SLAGELSE,
700,26590256,Johnny Jensen,SLAGELSE,
701,30099427,U. S. Transport v/Udo John Stahnke,SLAGELSE,0.0
702,35492712,Slagelse Hockeyklubs Støtteforening,SLAGELSE,
703,10515432,DYRENES ELDORADO V/TAGE MØLLER PETERSEN,SLAGELSE,0.0
704,30231716,Venstres Kommuneforening i Slagelse Kommune,SLAGELSE,
705,50144410,Fdf-Slagelse Kreds 2,SLAGELSE,1.0
706,24988821,Zoneterapeut                      V/Ditte Loft,SLAGELSE,0.0
707,17532235,DAN NIELSEN,SLAGELSE,1.0
708,34923396,Coffee Experience,SLAGELSE,0.0
709,19982947,COBRA KABLER                      V/ØJVIND ALSTRUP,SLAGELSE,0.0
710,70876914,O P FONDEN,SLAGELSE,
711,26326877,Harry Sørensen,SLAGELSE,1.0
712,27958648,KIRSTEN RYNORD HOLDING ApS,SLAGELSE,
713,16315370,Dm v/Dennis Malle,SLAGELSE,2.0
714,24217922,SLAGELSES BEGRAVELSESFORRETNING   ApS,SLAGELSE,5.0
715,37633631,Malermester Camilla Brossmann,SLAGELSE,0.0
716,29778647,SKOVGAARD VINE ApS,SLAGELSE,5.0
717,29244731,KNUD NIELSEN ApS UNDER STIFTELSE,SLAGELSE,2.0
718,29806748,VESTSJÆLLANDSKE EJENDOMME ApS,SLAGELSE,1.0
719,28045573,J.V. Jensen v/John V. Jensen,SLAGELSE,0.0
720,36020938,TRANSLATØR BETTINA PEDERSEN ApS,SLAGELSE,0.0
721,26527783,Clinic Skin Magic                 v/Bettina K. Nielsen,SLAGELSE,0.0
722,34667470,Skælskør Sportsfiskerforening,SLAGELSE,
723,30285565,Rolighed Consult v/Jeanette Rolighed Andersen,SLAGELSE,3.0
724,39368099,Vognmand Mark Rolighed ApS,SLAGELSE,
725,28309163,KIM ØEHL ANDERSEN HOLDING ApS,SLAGELSE,
726,29769664,AD CONTROL ApS,SLAGELSE,6.0
727,35354603,Korsør Lokalråd,SLAGELSE,
728,28885369,JMI MÆGLER ApS,SLAGELSE,
729,18708086,"TXK 18/8 1995 ApS JAK EKSPORT/IMPORT, DENMARK",SLAGELSE,1.0
730,19434141,PBH 25.059 ApS,SLAGELSE,1.0
731,86206811,SØREN SKOVAGER JENSEN,SLAGELSE,2.0
732,29753148,KVK design v/Kenneth Vedel Kristensen Jensen,SLAGELSE,
733,35502246,Henriks HandyService,SLAGELSE,0.0
734,21970840,Klaus R Rasmussen,SLAGELSE,0.0
735,27736904,SK-VARME A/S,SLAGELSE,
736,12107900,SJÆLLANDS VAGTSERVICE V/JOHN JENSEN,SLAGELSE,1.0
737,10352231,Revisor Jesper Thygesen,SLAGELSE,0.0
738,32866123,Strandparken 1,SLAGELSE,
739,35836853,"RF HOLDING, SLAGELSE ApS",SLAGELSE,
740,30070844,FORSIKRINGSMÆGLERSELSKABET MENTOR ApS,SLAGELSE,3.0
741,19744078,JESS ANDERSENS HOLDING. SLAGELSE  ApS,SLAGELSE,
742,36718927,Jobu Metals ApS,SLAGELSE,
743,32641822,Havrebjerg gymnastik og idrætsforening,SLAGELSE,
744,58517119,HUGO RASMUSSEN.                   VOGNMANDSFORRETNING. ApS.         SLAGELSE,SLAGELSE,6.0
745,37088684,Grundejerforeningen Jonsvangen,SLAGELSE,
746,30016297,Slagelse Kunstforening,SLAGELSE,
747,31247217,MILLER TRYK v/Birgit Jørgensen,SLAGELSE,0.0
748,36777230,"Familiehuset ""Engstien""",SLAGELSE,0.0
749,38686135,skavn-beauty,SLAGELSE,
750,32396224,GRAFISK-STØTTEFORENING SLAGELSE MUSEUM,SLAGELSE,
751,21885541,QVALITY SERVICE                   V/CHARLOTTE EGEMAR OLSEN,SLAGELSE,0.0
752,35198067,Grundejerforeningen Musholmparken,SLAGELSE,
753,25145372,Havrebjerg Møllegård V/Per Claus Jensen,SLAGELSE,0.0
754,30342216,Aasted v/Lars Aasted Jakobsen,SLAGELSE,0.0
755,27183409,TIMI INVEST ApS,SLAGELSE,
756,32886582,SLAGELSE ENTREPRENØRSERVICE HOLDING ApS,SLAGELSE,
757,11591310,Murermester S Jensen I/S Østerbro                                   Postbox 36,SLAGELSE,1.0
758,31394716,Skælskør Amatør Sejlklub,SLAGELSE,
759,30165128,Henrik Jensen,SLAGELSE,0.0
760,31516196,Navemadkasser v/Anna Katarina Bjerre,SLAGELSE,
761,40345930,Bærentzen Entreprise IVS,SLAGELSE,
762,30945689,Madhuset Slagelse v/Helle Steiner Nielsen,SLAGELSE,2.0
763,38139924,S.W.Multiservice,SLAGELSE,
764,27027113,Klinik for Fodterapi v/Mona Mikkelsen,SLAGELSE,0.0
765,35165266,Korsør Kontaktbridgeklub,SLAGELSE,
766,36414634,KOLDSØ EJENDOMME ApS,SLAGELSE,
767,34657424,Liberal Alliances Ungdom Vestsjælland,SLAGELSE,
768,27860591,Reitz Byg v. Hans Kumler,SLAGELSE,0.0
769,30352459,FL-CONSULT ApS,SLAGELSE,1.0
770,54396317,SERGENTKLUBBEN,SLAGELSE,1.0
771,31643732,Massage og Træning v/Marianne Sommer Gejel,SLAGELSE,0.0
772,67692810,KIRKE-STILLINGE MENIGHEDSRÅD,SLAGELSE,6.0
773,16225282,KELD PEDERSEN                                                       POSTBOX 97,SLAGELSE,2.0
774,27611575,M.P.R.                            v/Martin Patrick Rasmussen,SLAGELSE,0.0
775,81240817,VESTSJÆLLANDS ELEKTRO ApS,SLAGELSE,7.0
776,28060157,Regnskabskonsulent Anne Hansen,SLAGELSE,0.0
777,30401719,Zilvar v/Pia Valsgaard,SLAGELSE,0.0
778,30839226,Pedersen's Nedbrydning v/Stefan Pedersen,SLAGELSE,0.0
779,36106514,Skælskør Grønthandler,SLAGELSE,0.0
780,72799119,SLAGELSE FOLKEDANSERFORENING,SLAGELSE,0.0
781,26098327,Tømrermester Michael Worm,SLAGELSE,0.0
782,36218460,Sk8skool.dk,SLAGELSE,
783,73021111,Sif'S Venner,SLAGELSE,
784,15668016,GÅRDEJER FINN K CHRISTENSEN,SLAGELSE,0.0
785,29438277,Olica v/Pernille Helmer,SLAGELSE,4.0
786,36180919,I P KØKKEN DESIGN V/IB FRANK PETERSEN,SLAGELSE,0.0
